image_name,Score,MOS
ISIC_0000000_b.jpg,0.0233154296875,1.09326171875
ISIC_0000001_b.jpg,0.03509521484375,1.140380859375
ISIC_0000002_b.jpg,0.0128936767578125,1.05157470703125
ISIC_0000003_b.jpg,0.0242462158203125,1.09698486328125
ISIC_0000004_b.jpg,0.020172119140625,1.0806884765625
ISIC_0000006_b.jpg,0.0197601318359375,1.07904052734375
ISIC_0000007_b.jpg,0.022064208984375,1.0882568359375
ISIC_0000008_b.jpg,0.0190277099609375,1.07611083984375
ISIC_0000009_b.jpg,0.01934814453125,1.077392578125
ISIC_0000010_b.jpg,0.0257568359375,1.10302734375
ISIC_0000011_b.jpg,0.0130767822265625,1.05230712890625
ISIC_0000012_b.jpg,0.0227508544921875,1.09100341796875
ISIC_0000013_b.jpg,0.027069091796875,1.1082763671875
ISIC_0000014_b.jpg,0.015655517578125,1.0626220703125
ISIC_0000015_b.jpg,0.0203857421875,1.08154296875
ISIC_0000016_b.jpg,0.02764892578125,1.110595703125
ISIC_0000017_b.jpg,0.0212249755859375,1.08489990234375
ISIC_0000018_b.jpg,0.01506805419921875,1.060272216796875
ISIC_0000019_b.jpg,0.01136016845703125,1.045440673828125
ISIC_0000020_b.jpg,0.01214599609375,1.048583984375
ISIC_0000021_b.jpg,0.00922393798828125,1.036895751953125
ISIC_0000022_b.jpg,0.01451873779296875,1.058074951171875
ISIC_0000023_b.jpg,0.0161285400390625,1.06451416015625
ISIC_0000024_b.jpg,0.0236663818359375,1.09466552734375
ISIC_0000025_b.jpg,0.01462554931640625,1.058502197265625
ISIC_0000026_b.jpg,0.0205230712890625,1.08209228515625
ISIC_0000027_b.jpg,0.023040771484375,1.0921630859375
ISIC_0000028_b.jpg,0.0203399658203125,1.08135986328125
ISIC_0000029_b.jpg,0.0173492431640625,1.06939697265625
ISIC_0000030_b.jpg,0.01097869873046875,1.043914794921875
ISIC_0000031_b.jpg,0.00970458984375,1.038818359375
ISIC_0000032_b.jpg,0.01030731201171875,1.041229248046875
ISIC_0000034_b.jpg,0.0194244384765625,1.07769775390625
ISIC_0000035_b.jpg,0.015869140625,1.0634765625
ISIC_0000036_b.jpg,0.0253143310546875,1.10125732421875
ISIC_0000037_b.jpg,0.01433563232421875,1.057342529296875
ISIC_0000038_b.jpg,0.009765625,1.0390625
ISIC_0000039_b.jpg,0.032684326171875,1.1307373046875
ISIC_0000040_b.jpg,0.0295257568359375,1.11810302734375
ISIC_0000041_b.jpg,0.0310211181640625,1.12408447265625
ISIC_0000042_b.jpg,0.01136016845703125,1.045440673828125
ISIC_0000043_b.jpg,0.00753021240234375,1.030120849609375
ISIC_0000044_b.jpg,0.01496124267578125,1.059844970703125
ISIC_0000045_b.jpg,0.0238494873046875,1.09539794921875
ISIC_0000046_b.jpg,0.0193328857421875,1.07733154296875
ISIC_0000047_b.jpg,0.0193328857421875,1.07733154296875
ISIC_0000048_b.jpg,0.0172576904296875,1.06903076171875
ISIC_0000049_b.jpg,0.00858306884765625,1.034332275390625
ISIC_0000050_b.jpg,0.015533447265625,1.0621337890625
ISIC_0000051_b.jpg,0.00804901123046875,1.032196044921875
ISIC_0000052_b.jpg,0.0139923095703125,1.05596923828125
ISIC_0000053_b.jpg,0.0098724365234375,1.03948974609375
ISIC_0000054_b.jpg,0.01300811767578125,1.052032470703125
ISIC_0000055_b.jpg,0.01324462890625,1.052978515625
ISIC_0000056_b.jpg,0.01018524169921875,1.040740966796875
ISIC_0000057_b.jpg,0.0156402587890625,1.06256103515625
ISIC_0000058_b.jpg,0.01361083984375,1.054443359375
ISIC_0000059_b.jpg,0.01329803466796875,1.053192138671875
ISIC_0000060_b.jpg,0.017486572265625,1.0699462890625
ISIC_0000061_b.jpg,0.0125274658203125,1.05010986328125
